node_id,subdistrict_id,total_population,vulnerable_population,non_vulnerable_population
N-99.9469523-20.4207374,TH570903,2.26,0.0,2.26
N-99.9472999-20.4205262,TH570903,5.718,0.0,5.718
N-99.9525423-20.4226216,TH570903,0.741,0.0,0.741
N-99.9529065-20.4216675,TH570903,1.982,0.0,1.982
N-99.9529369-20.4213546,TH570903,1.389,0.0,1.389
N-99.9727227-20.4223229,TH570903,2.161,0.0,2.161
N-99.9735125-20.4219504,TH570903,2.079,0.0,2.079
N-99.9742665-20.4217395,TH570903,1.828,0.0,1.828
N-99.9747010-20.4217380,TH570903,1.93,0.0,1.93
N-99.9759561-20.4210707,TH570903,3.864,0.0,3.864
N-99.9760661-20.4210355,TH570903,1.85,0.0,1.85
N-99.9785993-20.4222445,TH570903,2.324,0.0,2.324
N-99.9792591-20.4220434,TH570903,2.564,0.0,2.564
N-99.9804148-20.4218238,TH570903,2.32,0.0,2.32
N-99.9805387-20.4218039,TH570903,2.526,0.0,2.526
N-99.9824649-20.4218559,TH570903,2.29,0.0,2.29
N-99.9835833-20.4213984,TH570903,2.399,0.0,2.399
N-99.9841847-20.4215465,TH570903,2.389,0.0,2.389
N-99.9843867-20.4216183,TH570903,2.351,0.0,2.351
N-99.9855919-20.4213139,TH570903,4.213,0.0,4.213
N-99.9396684-20.4176414,TH570903,15.337,0.0,15.337
N-99.9431446-20.4208284,TH570903,7.26,0.0,7.26
N-99.9459555-20.4211404,TH570903,1.793,0.0,1.793
N-99.9530326-20.4206697,TH570903,4.12,0.0,4.12
N-99.9531657-20.4201423,TH570903,2.726,0.0,2.726
N-99.9540371-20.4187732,TH570903,10.08,0.0,10.08
N-99.9630116-20.4201958,TH570903,5.261,0.0,5.261
N-99.9661625-20.4181848,TH570903,10.345,0.0,10.345
N-99.9725701-20.4223812,TH570903,1.788,0.0,1.788
N-99.9734858-20.4199986,TH570903,17.128,0.0,17.128
N-99.9736360-20.4201469,TH570903,2.073,0.0,2.073
N-99.9748940-20.4208180,TH570903,4.065,0.0,4.065
N-99.9761572-20.4209274,TH570903,2.122,0.0,2.122
N-99.9772779-20.4203258,TH570903,2.232,0.0,2.232
N-99.9786153-20.4207073,TH570903,2.495,0.0,2.495
N-99.9792233-20.4209684,TH570903,2.785,0.0,2.785
N-99.9803521-20.4207746,TH570903,2.68,0.0,2.68
N-99.9810822-20.4207357,TH570903,2.757,0.0,2.757
N-99.9816478-20.4207041,TH570903,2.696,0.0,2.696
N-99.9826494-20.4207199,TH570903,2.68,0.0,2.68
N-99.9833064-20.4208484,TH570903,2.687,0.0,2.687
N-99.9839379-20.4205951,TH570903,2.41,0.0,2.41
N-99.9848221-20.4206371,TH570903,2.62,0.0,2.62
N-99.9431919-20.4204387,TH570903,3.521,0.0,3.521
N-99.9434416-20.4200325,TH570903,2.319,0.0,2.319
N-99.9439384-20.4193833,TH570903,7.657,0.0,7.657
N-99.9494741-20.4177785,TH570903,3.675,0.0,3.675
N-99.9532288-20.4198119,TH570903,1.392,0.0,1.392
N-99.9626576-20.4202963,TH570903,2.264,0.0,2.264
N-99.9744138-20.4199823,TH570903,2.255,0.0,2.255
N-99.9748197-20.4198287,TH570903,2.149,0.0,2.149
N-99.9757834-20.4201014,TH570903,2.175,0.0,2.175
N-99.9766122-20.4194184,TH570903,2.3,0.0,2.3
N-99.9772868-20.4202809,TH570903,2.442,0.0,2.442
N-99.9787059-20.4199238,TH570903,2.252,0.0,2.252
N-99.9794545-20.4200969,TH570903,2.59,0.0,2.59
N-99.9802444-20.4201059,TH570903,2.457,0.0,2.457
N-99.9804149-20.4197379,TH570903,5.305,0.0,5.305
N-99.9817031-20.4204384,TH570903,2.704,0.0,2.704
N-99.9827415-20.4201329,TH570903,2.849,0.0,2.849
N-99.9829883-20.4197503,TH570903,2.8,0.0,2.8
N-99.9846874-20.4202091,TH570903,2.565,0.0,2.565
N-99.9851747-20.4201651,TH570903,2.5,0.0,2.5
N-99.9854376-20.4200143,TH570903,2.056,0.0,2.056
N-99.9863066-20.4194361,TH570903,4.207,0.0,4.207
N-99.9886014-20.4186739,TH570903,9.146,0.0,9.146
N-99.9891298-20.4182161,TH570903,3.795,0.0,3.795
N-99.9922943-20.4178844,TH570903,1.35,0.0,1.35
N-99.9938920-20.4182030,TH570903,1.3,0.0,1.3
N-99.9433221-20.4202037,TH570903,1.145,0.0,1.145
N-99.9448907-20.4182646,TH570903,10.282,0.0,10.282
N-99.9473502-20.4184457,TH570903,4.342,0.0,4.342
N-99.9487885-20.4178825,TH570903,1.516,0.0,1.516
N-99.9504118-20.4176342,TH570903,2.87,0.0,2.87
N-99.9534459-20.4190679,TH570903,1.384,0.0,1.384
N-99.9663538-20.4178032,TH570903,3.997,0.0,3.997
N-99.9746444-20.4191546,TH570903,5.826,0.0,5.826
N-99.9757295-20.4190288,TH570903,4.04,0.0,4.04
N-99.9766374-20.4192608,TH570903,2.237,0.0,2.237
N-99.9776484-20.4192602,TH570903,2.585,0.0,2.585
N-99.9783280-20.4191904,TH570903,2.23,0.0,2.23
N-99.9791322-20.4193687,TH570903,2.294,0.0,2.294
N-99.9795039-20.4194866,TH570903,2.319,0.0,2.319
N-99.9827554-20.4191948,TH570903,5.609,0.0,5.609
N-99.9833322-20.4195204,TH570903,2.564,0.0,2.564
N-99.9843102-20.4191924,TH570903,2.472,0.0,2.472
N-99.9853832-20.4190724,TH570903,2.34,0.0,2.34
N-99.9862638-20.4190148,TH570903,2.036,0.0,2.036
N-99.9865322-20.4189434,TH570903,2.104,0.0,2.104
N-99.9875255-20.4185320,TH570903,4.766,0.0,4.766
N-99.9915359-20.4176106,TH570903,4.583,0.0,4.583
N-99.9482658-20.4178154,TH570903,2.245,0.0,2.245
N-99.9509123-20.4172795,TH570903,2.788,0.0,2.788
N-99.9534819-20.4187078,TH570903,1.415,0.0,1.415
N-99.9566013-20.4155355,TH570903,5.067,0.0,5.067
N-99.9609315-20.4158545,TH570903,20.309,0.0,20.309
N-99.9687849-20.4159527,TH570903,4.203,0.0,4.203
N-99.9690644-20.4158720,TH570903,2.864,0.0,2.864
N-99.9735581-20.4179536,TH570903,6.288,0.0,6.288
N-99.9766909-20.4180030,TH570903,3.282,0.0,3.282
N-99.9776952-20.4186339,TH570903,2.123,0.0,2.123
N-99.9784506-20.4185093,TH570903,2.166,0.0,2.166
N-99.9792301-20.4185620,TH570903,2.089,0.0,2.089
N-99.9793064-20.4185845,TH570903,6.469,0.0,6.469
N-99.9827335-20.4186969,TH570903,2.497,0.0,2.497
N-99.9828339-20.4185978,TH570903,2.512,0.0,2.512
N-99.9838014-20.4181793,TH570903,2.322,0.0,2.322
N-99.9841716-20.4182044,TH570903,2.274,0.0,2.274
N-99.9853740-20.4180998,TH570903,2.178,0.0,2.178
N-99.9861028-20.4181692,TH570903,4.562,0.0,4.562
N-99.9882166-20.4181659,TH570903,5.468,0.0,5.468
N-99.9890989-20.4182372,TH570903,2.892,0.0,2.892
N-99.9932368-20.4181133,TH570903,2.182,0.0,2.182
N-99.9942690-20.4183018,TH570903,2.006,0.0,2.006
N-99.9948928-20.4183466,TH570903,1.004,0.0,1.004
N-99.9475728-20.4180340,TH570903,0.789,0.0,0.789
N-99.9478196-20.4178128,TH570903,0.786,0.0,0.786
N-99.9514269-20.4169514,TH570903,0.714,0.0,0.714
N-99.9518197-20.4166402,TH570903,2.133,0.0,2.133
N-99.9538386-20.4175792,TH570903,1.475,0.0,1.475
N-99.9541202-20.4168075,TH570903,1.495,0.0,1.495
N-99.9554452-20.4160207,TH570903,3.42,0.0,3.42
N-99.9573496-20.4152012,TH570903,2.303,0.0,2.303
N-99.9665521-20.4170888,TH570903,3.089,0.0,3.089
N-99.9677008-20.4161062,TH570903,4.508,0.0,4.508
N-99.9693568-20.4157289,TH570903,8.331,0.0,8.331
N-99.9735152-20.4176921,TH570903,8.896,0.0,8.896
N-99.9769982-20.4177869,TH570903,2.724,0.0,2.724
N-99.9775741-20.4178126,TH570903,3.978,0.0,3.978
N-99.9777581-20.4178934,TH570903,4.065,0.0,4.065
N-99.9789429-20.4185351,TH570903,1.991,0.0,1.991
N-99.9823759-20.4170940,TH570903,8.513,0.0,8.513
N-99.9826180-20.4172537,TH570903,1.546,0.0,1.546
N-99.9831940-20.4176270,TH570903,2.187,0.0,2.187
N-99.9838264-20.4180480,TH570903,2.116,0.0,2.116
N-99.9852102-20.4175757,TH570903,2.117,0.0,2.117
N-99.9856612-20.4176555,TH570903,2.094,0.0,2.094
N-99.9860277-20.4180385,TH570903,2.199,0.0,2.199
N-99.9888222-20.4177252,TH570903,9.449,0.0,9.449
N-99.9905306-20.4171708,TH570903,2.407,0.0,2.407
N-99.9908064-20.4173515,TH570903,2.406,2.406,0.0
N-99.9428870-20.4142730,TH570903,6.898,0.0,6.898
N-99.9469802-20.4159373,TH570903,4.621,0.0,4.621
N-99.9521098-20.4163172,TH570903,1.441,0.0,1.441
N-99.9542168-20.4166265,TH570903,0.76,0.0,0.76
N-99.9547318-20.4163098,TH570903,0.773,0.0,0.773
N-99.9581084-20.4149827,TH570903,5.493,0.0,5.493
N-99.9667131-20.4167671,TH570903,2.697,0.0,2.697
N-99.9673626-20.4161590,TH570903,2.878,0.0,2.878
N-99.9738263-20.4157113,TH570903,3.031,0.0,3.031
N-99.9749935-20.4157661,TH570903,4.569,0.0,4.569
N-99.9776773-20.4178427,TH570903,1.937,0.0,1.937
N-99.9801378-20.4150665,TH570903,6.178,0.0,6.178
N-99.9827394-20.4173203,TH570903,1.484,0.0,1.484
N-99.9848450-20.4163783,TH570903,1.511,0.0,1.511
N-99.9849716-20.4166104,TH570903,1.513,0.0,1.513
N-99.9850778-20.4167983,TH570903,1.501,0.0,1.501
N-99.9857914-20.4177453,TH570903,2.194,0.0,2.194
N-99.9884050-20.4180416,TH570903,2.273,0.0,2.273
N-99.9901374-20.4167279,TH570903,5.23,0.0,5.23
N-99.9902642-20.4166324,TH570903,2.268,0.0,2.268
N-99.9911050-20.4174132,TH570903,2.204,0.0,2.204
N-99.9971810-20.4172728,TH570903,2.03,0.0,2.03
N-99.9976186-20.4169922,TH570903,2.009,0.0,2.009
N-99.9983173-20.4165201,TH570903,2.911,0.0,2.911
N-99.9474693-20.4154733,TH570903,4.999,0.0,4.999
N-99.9525430-20.4159723,TH570903,2.168,0.0,2.168
N-99.9528407-20.4159524,TH570903,1.52,0.0,1.52
N-99.9543533-20.4160931,TH570903,0.763,0.0,0.763
N-99.9546690-20.4159581,TH570903,0.774,0.0,0.774
N-99.9593531-20.4146123,TH570903,4.754,0.0,4.754
N-99.9669196-20.4164348,TH570903,0.801,0.0,0.801
N-99.9671030-20.4162781,TH570903,1.831,0.0,1.831
N-99.9715779-20.4139781,TH570903,5.131,0.0,5.131
N-99.9735688-20.4151684,TH570903,0.845,0.0,0.845
N-99.9769143-20.4146980,TH570903,4.425,0.0,4.425
N-99.9775981-20.4148349,TH570903,3.226,0.0,3.226
N-99.9783803-20.4150119,TH570903,6.972,0.0,6.972
N-99.9811127-20.4150930,TH570903,7.073,0.0,7.073
N-99.9820310-20.4152651,TH570903,2.593,0.0,2.593
N-99.9826527-20.4152585,TH570903,4.503,0.0,4.503
N-99.9833322-20.4155698,TH570903,3.376,0.0,3.376
N-99.9840053-20.4157200,TH570903,3.432,0.0,3.432
N-99.9848104-20.4158226,TH570903,10.234,0.0,10.234
N-99.9848162-20.4159359,TH570903,2.944,0.0,2.944
N-99.9903398-20.4156742,TH570903,11.909,0.0,11.909
N-99.9908463-20.4161137,TH570903,2.148,0.0,2.148
N-99.9912502-20.4157538,TH570903,2.082,0.0,2.082
N-99.9945839-20.4141322,TH570903,9.638,0.0,9.638
N-99.9990347-20.4157463,TH570903,3.618,0.0,3.618
N-99.9994217-20.4153943,TH570903,2.215,0.0,2.215
N-100.0069140-20.4169071,TH570903,2.904,0.0,2.904
N-99.9460198-20.4134353,TH570903,4.755,0.0,4.755
N-99.9494155-20.4138541,TH570903,5.381,0.0,5.381
N-99.9498024-20.4135501,TH570903,2.094,0.0,2.094
N-99.9524043-20.4160684,TH570903,0.727,0.0,0.727
N-99.9546438-20.4153525,TH570903,2.487,0.0,2.487
N-99.9554266-20.4153840,TH570903,1.109,0.0,1.109
N-99.9568293-20.4150579,TH570903,2.887,0.0,2.887
N-99.9574953-20.4149193,TH570903,3.095,0.0,3.095
N-99.9599941-20.4144564,TH570903,3.353,0.0,3.353
N-99.9607086-20.4151288,TH570903,3.354,0.0,3.354
N-99.9626242-20.4134655,TH570903,6.599,0.0,6.599
N-99.9634959-20.4132933,TH570903,10.422,0.0,10.422
N-99.9735619-20.4149942,TH570903,1.546,0.0,1.546
N-99.9741678-20.4150570,TH570903,0.801,0.0,0.801
N-99.9750788-20.4152231,TH570903,0.871,0.0,0.871
N-99.9760302-20.4145319,TH570903,3.207,0.0,3.207
N-99.9824054-20.4152254,TH570903,3.491,0.0,3.491
N-99.9846607-20.4157254,TH570903,7.363,0.0,7.363
N-99.9906964-20.4153008,TH570903,14.514,0.0,14.514
N-99.9916782-20.4153724,TH570903,1.419,0.0,1.419
N-99.9922288-20.4147577,TH570903,4.028,0.0,4.028
N-99.9927862-20.4141414,TH570903,10.797,0.0,10.797
N-100.0000838-20.4151264,TH570903,1.093,0.0,1.093
N-100.0006531-20.4149277,TH570903,0.948,0.0,0.948
N-100.0107350-20.4126021,TH570903,3.992,0.0,3.992
N-100.0108248-20.4126425,TH570903,1.98,0.0,1.98
N-100.0123821-20.4136747,TH570903,2.296,0.0,2.296
N-99.9438821-20.4133987,TH570903,1.344,0.0,1.344
N-99.9457021-20.4131827,TH570903,1.338,0.0,1.338
N-99.9503562-20.4128875,TH570903,4.237,0.0,4.237
N-99.9551481-20.4133063,TH570903,5.13,0.0,5.13
N-99.9609436-20.4141623,TH570903,1.964,0.0,1.964
N-99.9612280-20.4139336,TH570903,1.879,0.0,1.879
N-99.9730216-20.4138109,TH570903,1.491,0.0,1.491
N-99.9735473-20.4141830,TH570903,1.488,0.0,1.488
N-99.9741588-20.4145140,TH570903,0.747,0.0,0.747
N-99.9753840-20.4144736,TH570903,1.534,0.0,1.534
N-99.9779083-20.4148855,TH570903,2.318,0.0,2.318
N-99.9948789-20.4136546,TH570903,3.064,0.0,3.064
N-99.9956192-20.4130261,TH570903,3.664,0.0,3.664
N-99.9976528-20.4127054,TH570903,3.854,0.0,3.854
N-99.9987497-20.4130464,TH570903,1.439,0.0,1.439
N-99.9991338-20.4131407,TH570903,3.619,0.0,3.619
N-100.0000182-20.4132895,TH570903,3.513,0.0,3.513
N-100.0011078-20.4144069,TH570903,1.384,0.0,1.384
N-100.0017189-20.4141460,TH570903,1.041,0.0,1.041
N-100.0055568-20.4138260,TH570903,2.54,0.0,2.54
N-100.0127590-20.4140069,TH570903,2.291,0.0,2.291
N-100.0133559-20.4142268,TH570903,1.187,0.0,1.187
N-99.9453856-20.4128559,TH570903,0.653,0.0,0.653
N-99.9510108-20.4119468,TH570903,5.034,0.0,5.034
N-99.9554270-20.4130449,TH570903,4.562,0.0,4.562
N-99.9582219-20.4125019,TH570903,6.426,0.0,6.426
N-99.9590641-20.4122907,TH570903,2.995,0.0,2.995
N-99.9608837-20.4133758,TH570903,4.03,0.0,4.03
N-99.9616984-20.4135357,TH570903,2.013,0.0,2.013
N-99.9639534-20.4123418,TH570903,2.832,0.0,2.832
N-99.9642675-20.4120367,TH570903,2.796,0.0,2.796
N-99.9660373-20.4110158,TH570903,16.857,0.0,16.857
N-99.9703823-20.4122222,TH570903,3.279,0.0,3.279
N-99.9707471-20.4125339,TH570903,2.11,0.0,2.11
N-99.9713721-20.4127848,TH570903,2.034,0.0,2.034
N-99.9717844-20.4137129,TH570903,0.817,0.0,0.817
N-99.9721648-20.4131023,TH570903,0.759,0.0,0.759
N-99.9754693-20.4144646,TH570903,1.551,0.0,1.551
N-99.9951794-20.4132825,TH570903,2.216,0.0,2.216
N-99.9966063-20.4126541,TH570903,4.722,0.0,4.722
N-99.9986447-20.4130061,TH570903,2.332,0.0,2.332
N-100.0008832-20.4131230,TH570903,2.591,0.0,2.591
N-100.0025581-20.4134189,TH570903,1.909,0.0,1.909
N-100.0051974-20.4131674,TH570903,0.873,0.0,0.873
N-100.0094290-20.4115565,TH570903,4.111,0.0,4.111
N-100.0106497-20.4125303,TH570903,0.981,0.0,0.981
N-99.9449783-20.4123098,TH570903,0.661,0.0,0.661
N-99.9454218-20.4126284,TH570903,0.668,0.0,0.668
N-99.9540037-20.4109461,TH570903,2.342,0.0,2.342
N-99.9552393-20.4131203,TH570903,1.516,0.0,1.516
N-99.9597132-20.4118835,TH570903,3.573,0.0,3.573
N-99.9615271-20.4127679,TH570903,4.278,0.0,4.278
N-99.9626200-20.4128175,TH570903,2.098,0.0,2.098
N-99.9636437-20.4126425,TH570903,2.057,0.0,2.057
N-99.9695455-20.4111136,TH570903,3.097,0.0,3.097
N-99.9701919-20.4118396,TH570903,2.148,0.0,2.148
N-99.9726462-20.4123484,TH570903,1.825,0.0,1.825
N-99.9731186-20.4118882,TH570903,6.81,0.0,6.81
N-99.9878324-20.4085418,TH570903,12.258,0.0,12.258
N-99.9940982-20.4124644,TH570903,10.994,0.0,10.994
N-99.9954257-20.4126510,TH570903,2.236,0.0,2.236
N-99.9959251-20.4124512,TH570903,2.299,0.0,2.299
N-99.9973836-20.4124316,TH570903,2.679,0.0,2.679
N-99.9979374-20.4127507,TH570903,2.501,0.0,2.501
N-99.9990082-20.4120456,TH570903,4.679,0.0,4.679
N-100.0002154-20.4120591,TH570903,2.153,0.0,2.153
N-100.0007888-20.4122245,TH570903,4.226,0.0,4.226
N-100.0028453-20.4125528,TH570903,0.978,0.0,0.978
N-100.0032851-20.4122745,TH570903,0.954,0.0,0.954
N-100.0039314-20.4121982,TH570903,0.918,0.0,0.918
N-100.0049024-20.4127501,TH570903,0.876,0.0,0.876
N-100.0077552-20.4109617,TH570903,3.152,0.0,3.152
N-100.0085422-20.4111707,TH570903,3.695,0.0,3.695
N-100.0103939-20.4121758,TH570903,1.016,0.0,1.016
N-100.0114755-20.4128490,TH570903,2.037,0.0,2.037
N-100.0117627-20.4130285,TH570903,3.208,0.0,3.208
N-100.0151979-20.4128469,TH570903,2.254,0.0,2.254
N-100.0157784-20.4125307,TH570903,3.281,0.0,3.281
N-100.0167907-20.4125802,TH570903,1.216,0.0,1.216
N-99.9453910-20.4125869,TH570903,1.419,0.0,1.419
N-99.9472000-20.4099090,TH570903,6.544,0.0,6.544
N-99.9514690-20.4112174,TH570903,2.934,0.0,2.934
N-99.9518836-20.4108766,TH570903,2.231,0.0,2.231
N-99.9535325-20.4107935,TH570903,1.483,0.0,1.483
N-99.9543852-20.4110449,TH570903,1.636,0.0,1.636
N-99.9550090-20.4112333,TH570903,1.519,0.0,1.519
N-99.9558123-20.4112648,TH570903,1.539,0.0,1.539
N-99.9565484-20.4110538,TH570903,1.901,0.0,1.901
N-99.9573292-20.4108115,TH570903,3.23,0.0,3.23
N-99.9592948-20.4121600,TH570903,1.116,0.0,1.116
N-99.9604052-20.4113204,TH570903,3.037,0.0,3.037
N-99.9614727-20.4107372,TH570903,5.27,0.0,5.27
N-99.9631096-20.4121489,TH570903,2.146,0.0,2.146
N-99.9633711-20.4118723,TH570903,2.018,0.0,2.018
N-99.9643582-20.4115826,TH570903,2.052,0.0,2.052
N-99.9643850-20.4116631,TH570903,1.909,0.0,1.909
N-99.9693550-20.4109648,TH570903,2.99,0.0,2.99
N-99.9700390-20.4115184,TH570903,1.071,0.0,1.071
N-99.9752318-20.4102011,TH570903,8.105,0.0,8.105
N-99.9761865-20.4096320,TH570903,6.766,0.0,6.766
N-99.9806707-20.4090074,TH570903,12.044,0.0,12.044
N-99.9836130-20.4084983,TH570903,11.069,0.0,11.069
N-99.9861659-20.4084186,TH570903,15.398,0.0,15.398
N-99.9902684-20.4085094,TH570903,8.874,0.0,8.874
N-99.9904821-20.4085475,TH570903,4.798,0.0,4.798
N-99.9914538-20.4087833,TH570903,8.555,0.0,8.555
N-99.9946272-20.4117814,TH570903,4.557,0.0,4.557
N-99.9948810-20.4115949,TH570903,4.632,0.0,4.632
N-99.9956372-20.4110394,TH570903,4.883,0.0,4.883
N-99.9966351-20.4121449,TH570903,2.705,0.0,2.705
N-99.9971951-20.4116866,TH570903,2.883,0.0,2.883
N-99.9981241-20.4120187,TH570903,2.676,0.0,2.676
N-100.0003721-20.4114475,TH570903,2.295,0.0,2.295
N-100.0008923-20.4118742,TH570903,6.543,0.0,6.543
N-100.0029979-20.4123957,TH570903,1.276,0.0,1.276
N-100.0035993-20.4122072,TH570903,0.956,0.0,0.956
N-100.0044678-20.4118049,TH570903,0.934,0.0,0.934
N-100.0099541-20.4118078,TH570903,2.631,0.0,2.631
N-100.0102413-20.4120097,TH570903,2.722,0.0,2.722
N-100.0111614-20.4127323,TH570903,1.001,0.0,1.001
N-100.0154613-20.4126221,TH570903,3.172,0.0,3.172
N-100.0164736-20.4125002,TH570903,3.236,0.0,3.236
N-99.9522146-20.4105965,TH570903,1.539,0.0,1.539
N-99.9567234-20.4109865,TH570903,1.938,0.0,1.938
N-99.9582089-20.4105736,TH570903,2.025,0.0,2.025
N-99.9586532-20.4103447,TH570903,2.161,0.0,2.161
N-99.9607914-20.4111092,TH570903,1.773,0.0,1.773
N-99.9617034-20.4105009,TH570903,1.966,0.0,1.966
N-99.9635589-20.4102001,TH570903,3.781,0.0,3.781
N-99.9641703-20.4110177,TH570903,2.09,0.0,2.09
N-99.9648784-20.4104470,TH570903,2.08,0.0,2.08
N-99.9680315-20.4101975,TH570903,1.887,0.0,1.887
N-99.9686684-20.4103012,TH570903,1.728,0.0,1.728
N-99.9702631-20.4109366,TH570903,4.331,0.0,4.331
N-99.9828492-20.4085018,TH570903,4.428,0.0,4.428
N-99.9923764-20.4090850,TH570903,6.641,0.0,6.641
N-99.9927625-20.4091587,TH570903,2.605,0.0,2.605
N-99.9959386-20.4108541,TH570903,2.554,0.0,2.554
N-99.9964637-20.4105313,TH570903,2.644,0.0,2.644
N-99.9972714-20.4113545,TH570903,2.737,0.0,2.737
N-99.9983844-20.4108564,TH570903,2.532,0.0,2.532
N-99.9992831-20.4106431,TH570903,2.262,0.0,2.262
N-100.0001656-20.4109100,TH570903,4.559,0.0,4.559
N-100.0030652-20.4123553,TH570903,1.271,0.0,1.271
N-100.0044115-20.4110805,TH570903,0.955,0.0,0.955
N-100.0045108-20.4108698,TH570903,2.26,0.0,2.26
N-100.0046610-20.4106285,TH570903,1.888,0.0,1.888
N-100.0068107-20.4105806,TH570903,0.834,0.0,0.834
N-100.0161158-20.4124926,TH570903,2.073,0.0,2.073
N-100.0183722-20.4119591,TH570903,2.214,0.0,2.214
N-99.9525510-20.4099095,TH570903,0.79,0.0,0.79
N-99.9531062-20.4106858,TH570903,0.837,0.0,0.837
N-99.9569298-20.4109461,TH570903,0.864,0.0,0.864
N-99.9577152-20.4107262,TH570903,1.058,0.0,1.058
N-99.9591693-20.4099229,TH570903,3.251,0.0,3.251
N-99.9618536-20.4102194,TH570903,1.187,0.0,1.187
N-99.9621164-20.4098021,TH570903,1.189,0.0,1.189
N-99.9644933-20.4098234,TH570903,5.802,0.0,5.802
N-99.9646759-20.4101338,TH570903,2.132,0.0,2.132
N-99.9659942-20.4099329,TH570903,2.003,0.0,2.003
N-99.9665494-20.4097833,TH570903,1.871,0.0,1.871
N-99.9676117-20.4100228,TH570903,2.039,0.0,2.039
N-99.9684476-20.4099791,TH570903,1.949,0.0,1.949
N-99.9690830-20.4096267,TH570903,3.645,0.0,3.645
N-99.9723428-20.4093702,TH570903,1.125,0.0,1.125
N-99.9724659-20.4093953,TH570903,1.128,0.0,1.128
N-99.9726352-20.4093919,TH570903,2.895,0.0,2.895
N-99.9787830-20.4083007,TH570903,3.05,0.0,3.05
N-99.9932418-20.4091184,TH570903,3.284,0.0,3.284
N-99.9933957-20.4090347,TH570903,2.56,0.0,2.56
N-99.9959975-20.4096219,TH570903,2.809,0.0,2.809
N-99.9960244-20.4096784,TH570903,2.58,0.0,2.58
N-99.9966225-20.4094849,TH570903,2.67,0.0,2.67
N-99.9974152-20.4099464,TH570903,2.793,0.0,2.793
N-99.9984785-20.4099342,TH570903,2.92,0.0,2.92
N-99.9991491-20.4098034,TH570903,2.58,0.0,2.58
N-99.9999912-20.4100448,TH570903,5.1,0.0,5.1
N-100.0000905-20.4104978,TH570903,2.447,0.0,2.447
N-100.0048299-20.4099442,TH570903,1.903,0.0,1.903
N-100.0065877-20.4098553,TH570903,1.713,0.0,1.713
N-100.0071649-20.4107650,TH570903,0.781,0.0,0.781
N-100.0125391-20.4073558,TH570903,3.563,0.0,3.563
N-100.0132123-20.4072885,TH570903,4.328,0.0,4.328
N-99.9490454-20.4079784,TH570903,4.657,0.0,4.657
N-99.9526476-20.4093967,TH570903,2.508,0.0,2.508
N-99.9528192-20.4090850,TH570903,2.116,0.0,2.116
N-99.9532913-20.4085018,TH570903,5.612,0.0,5.612
N-99.9538411-20.4078879,TH570903,7.471,0.0,7.471
N-99.9590795-20.4099992,TH570903,1.057,0.0,1.057
N-99.9601790-20.4091195,TH570903,4.205,0.0,4.205
N-99.9622988-20.4095859,TH570903,2.286,0.0,2.286
N-99.9631464-20.4089423,TH570903,1.44,0.0,1.44
N-99.9662451-20.4092071,TH570903,1.871,0.0,1.871
N-99.9666005-20.4091882,TH570903,2.027,0.0,2.027
N-99.9672697-20.4088753,TH570903,2.117,0.0,2.117
N-99.9683739-20.4090522,TH570903,2.087,0.0,2.087
N-99.9691189-20.4087201,TH570903,2.081,0.0,2.081
N-99.9700540-20.4086181,TH570903,1.9,0.0,1.9
N-99.9705505-20.4085271,TH570903,1.644,0.0,1.644
N-99.9722654-20.4089846,TH570903,1.558,0.0,1.558
N-99.9723002-20.4092750,TH570903,1.616,0.0,1.616
N-99.9741186-20.4079382,TH570903,2.39,0.0,2.39
N-99.9756622-20.4090522,TH570903,1.199,0.0,1.199
N-99.9757698-20.4092150,TH570903,1.167,0.0,1.167
N-99.9763644-20.4087515,TH570903,1.169,0.0,1.169
N-99.9768050-20.4085434,TH570903,1.131,0.0,1.131
N-99.9937524-20.4088532,TH570903,6.68,0.0,6.68
N-99.9942647-20.4086627,TH570903,5.349,0.0,5.349
N-99.9960431-20.4095452,TH570903,2.582,0.0,2.582
N-99.9964736-20.4094258,TH570903,2.826,0.0,2.826
N-99.9978152-20.4097354,TH570903,2.838,0.0,2.838
N-99.9984131-20.4094710,TH570903,2.782,0.0,2.782
N-99.9992350-20.4091189,TH570903,2.571,0.0,2.571
N-99.9996104-20.4092605,TH570903,2.412,0.0,2.412
N-100.0010668-20.4083560,TH570903,8.531,0.0,8.531
N-100.0044169-20.4084058,TH570903,1.984,0.0,1.984
N-100.0047334-20.4091901,TH570903,1.916,0.0,1.916
N-100.0063909-20.4093020,TH570903,2.493,0.0,2.493
N-100.0075890-20.4075398,TH570903,2.187,0.0,2.187
N-100.0096669-20.4074680,TH570903,2.563,0.0,2.563
N-100.0099092-20.4074680,TH570903,4.18,0.0,4.18
N-100.0112556-20.4075219,TH570903,1.114,0.0,1.114
N-100.0114531-20.4075308,TH570903,2.366,0.0,2.366
N-100.0133245-20.4072436,TH570903,1.727,0.0,1.727
N-100.0141548-20.4068397,TH570903,1.459,0.0,1.459
N-100.0144914-20.4067140,TH570903,3.485,0.0,3.485
N-100.0147382-20.4065570,TH570903,2.195,0.0,2.195
N-99.9558393-20.4067051,TH570903,5.018,0.0,5.018
N-99.9574180-20.4074600,TH570903,7.248,0.0,7.248
N-99.9611125-20.4085810,TH570903,2.025,0.0,2.025
N-99.9616197-20.4082130,TH570903,1.119,0.0,1.119
